code,name,year,hd30,r20mm
AUS,Australia,1950,149.96,6.08
AUS,Australia,1951,169.27,2.64
AUS,Australia,1952,164.83,2.88
AUS,Australia,1953,159.76,3.91
AUS,Australia,1954,159.73,3.33
AUS,Australia,1955,156.05,4.77
AUS,Australia,1956,144.55,5.81
AUS,Australia,1957,171.14000000000001,3.5300000000000002
AUS,Australia,1958,175.22,2.7199999999999998
AUS,Australia,1959,165.77,3.82
AUS,Australia,1960,156.4,4.07
AUS,Australia,1961,172.19,2.7
AUS,Australia,1962,162.79,3.81
AUS,Australia,1963,151.96,4.6
AUS,Australia,1964,159.52,3.78
AUS,Australia,1965,168.96,3.2800000000000002
AUS,Australia,1966,157.15,3.38
AUS,Australia,1967,154.72,4.45
AUS,Australia,1968,152.15,5.5
AUS,Australia,1969,163.59,3.1999999999999997
AUS,Australia,1970,162.65,2.84
AUS,Australia,1971,151.72,3.9
AUS,Australia,1972,158.82,3.39
AUS,Australia,1973,159.47,5.92
AUS,Australia,1974,124.27,7.96
AUS,Australia,1975,138.02,6.4
AUS,Australia,1976,132.24,5.42
AUS,Australia,1977,155.86,4.75
AUS,Australia,1978,155.93,4.87
AUS,Australia,1979,164.42,4.31
AUS,Australia,1980,177.98,3.9
AUS,Australia,1981,168.42,5.46
AUS,Australia,1982,158.83,3.72
AUS,Australia,1983,158.25,5.07
AUS,Australia,1984,148.35,6
AUS,Australia,1985,160.68,3.52
AUS,Australia,1986,166.96,3.67
AUS,Australia,1987,163.08,4.82
AUS,Australia,1988,168.92,4.92
AUS,Australia,1989,154.83,4.44
AUS,Australia,1990,171.32,3.96
AUS,Australia,1991,172.46,5.07
AUS,Australia,1992,158.48,3.79
AUS,Australia,1993,162.66,5.2
AUS,Australia,1994,167.56,3.1599999999999997
AUS,Australia,1995,160.97,5.1
AUS,Australia,1996,172.6,4.6
AUS,Australia,1997,168.39,5.069999999999999
AUS,Australia,1998,174.16,5.58
AUS,Australia,1999,157.84,5.05
AUS,Australia,2000,148.99,7.46
AUS,Australia,2001,154.69,5.21
AUS,Australia,2002,182.72,2.79
AUS,Australia,2003,172.62,4.79
AUS,Australia,2004,172.42,4.44
AUS,Australia,2005,184.83,3.34
AUS,Australia,2006,165.68,4.53
AUS,Australia,2007,172.6,5.07
AUS,Australia,2008,164.85999999999999,4.54
AUS,Australia,2009,177.88,4.48
AUS,Australia,2010,153.34,7
AUS,Australia,2011,144.87,7.220000000000001
AUS,Australia,2012,166.16,4.66
AUS,Australia,2013,187.82,3.88
AUS,Australia,2014,178.44,4.98
AUS,Australia,2015,177.97,4.46
AUS,Australia,2016,177.39000000000001,4.71
AUS,Australia,2017,181.02,4.53
AUS,Australia,2018,179.93,3.83
AUS,Australia,2019,188.39,2.18
AUS,Australia,2020,177.9,5.31
AUS,Australia,2021,166.66,5.21
AUS,Australia,2022,159.43,6.33
AUS,Australia,2023,177.81,4.91
AUS,Australia,2024,180.02,6.27
BGD,Bangladesh,1950,125.97,34.82
BGD,Bangladesh,1951,140.95,38.98
BGD,Bangladesh,1952,134.51,29.419999999999998
BGD,Bangladesh,1953,113.24,44.68
BGD,Bangladesh,1954,161.46,32.13
BGD,Bangladesh,1955,178.10999999999999,27.009999999999998
BGD,Bangladesh,1956,170.28,33.839999999999996
BGD,Bangladesh,1957,193.84,23.19
BGD,Bangladesh,1958,183.44,35.03
BGD,Bangladesh,1959,141.71,41.82
BGD,Bangladesh,1960,182.63,32.92
BGD,Bangladesh,1961,175.53,23.79
BGD,Bangladesh,1962,183.28,27.2
BGD,Bangladesh,1963,177.43,37.51
BGD,Bangladesh,1964,177.44,35.74
BGD,Bangladesh,1965,145.91,40.5
BGD,Bangladesh,1966,160.76,32.730000000000004
BGD,Bangladesh,1967,160.18,34.21
BGD,Bangladesh,1968,160.97,35.49
BGD,Bangladesh,1969,195.5,27.62
BGD,Bangladesh,1970,177.95,34.22
BGD,Bangladesh,1971,136.59,40.56
BGD,Bangladesh,1972,189.25,24.45
BGD,Bangladesh,1973,173.58,39.1
BGD,Bangladesh,1974,160.70000000000002,39.31
BGD,Bangladesh,1975,175.29,28.74
BGD,Bangladesh,1976,192.35999999999999,31.09
BGD,Bangladesh,1977,161.3,30.02
BGD,Bangladesh,1978,182.5,24.82
BGD,Bangladesh,1979,203.76,25.17
BGD,Bangladesh,1980,185.15,24.54
BGD,Bangladesh,1981,186.42,22.71
BGD,Bangladesh,1982,185.91,21.73
BGD,Bangladesh,1983,174.65,37.2
BGD,Bangladesh,1984,170.83,30.72
BGD,Bangladesh,1985,179.37,21.51
BGD,Bangladesh,1986,174.78,32.25
BGD,Bangladesh,1987,187.32,25.42
BGD,Bangladesh,1988,187.3,35.88
BGD,Bangladesh,1989,182.19,27.1
BGD,Bangladesh,1990,163.38,34.24
BGD,Bangladesh,1991,176.9,35.78
BGD,Bangladesh,1992,192.27,25.23
BGD,Bangladesh,1993,162.1,44.08
BGD,Bangladesh,1994,195.49,25.48
BGD,Bangladesh,1995,196.82,30.86
BGD,Bangladesh,1996,192.08,34.02
BGD,Bangladesh,1997,182.36,30.36
BGD,Bangladesh,1998,192.18,35.84
BGD,Bangladesh,1999,202.64,29.17
BGD,Bangladesh,2000,185.39000000000001,32.38
BGD,Bangladesh,2001,197.22,28.78
BGD,Bangladesh,2002,187.89000000000001,37.89
BGD,Bangladesh,2003,191.34,27.38
BGD,Bangladesh,2004,187.79999999999998,36.25
BGD,Bangladesh,2005,199.14,28.91
BGD,Bangladesh,2006,218.07,24.41
BGD,Bangladesh,2007,187.29,39.21
BGD,Bangladesh,2008,197.06,29.08
BGD,Bangladesh,2009,229.52,30.1
BGD,Bangladesh,2010,225.99,30.81
BGD,Bangladesh,2011,203.28,32.56
BGD,Bangladesh,2012,214.70000000000002,25.47
BGD,Bangladesh,2013,204.69,26.32
BGD,Bangladesh,2014,214.47,22.2
BGD,Bangladesh,2015,200.64,36.97
BGD,Bangladesh,2016,220.94,30.78
BGD,Bangladesh,2017,201.4,37.81
BGD,Bangladesh,2018,216.91,24.98
BGD,Bangladesh,2019,215.11,28.76
BGD,Bangladesh,2020,211.3,30.31
BGD,Bangladesh,2021,227.7,28.71
BGD,Bangladesh,2022,229,23.44
BGD,Bangladesh,2023,234.78,28.26
BGD,Bangladesh,2024,219.17,31.03
BRA,Brazil,1950,127.39,10.81
BRA,Brazil,1951,138.84,9.31
BRA,Brazil,1952,125.64,12.93
BRA,Brazil,1953,130.42,11.91
BRA,Brazil,1954,133.26,10.66
BRA,Brazil,1955,129.03,11.7
BRA,Brazil,1956,96.14,11.709999999999999
BRA,Brazil,1957,145.61,12.540000000000001
BRA,Brazil,1958,182.15,13.11
BRA,Brazil,1959,150.03,13.19
BRA,Brazil,1960,140.43,16.1
BRA,Brazil,1961,174.19,10.07
BRA,Brazil,1962,141.47,14.52
BRA,Brazil,1963,165.16,11.35
BRA,Brazil,1964,122.07000000000001,15.42
BRA,Brazil,1965,133.03,17.55
BRA,Brazil,1966,131.3,16.87
BRA,Brazil,1967,151.92,12.52
BRA,Brazil,1968,139.82,12.24
BRA,Brazil,1969,194.05,10.21
BRA,Brazil,1970,168.22,14.34
BRA,Brazil,1971,135.07,14
BRA,Brazil,1972,162.12,13.91
BRA,Brazil,1973,165.45,14.3
BRA,Brazil,1974,127.37,14.42
BRA,Brazil,1975,144.03,12.87
BRA,Brazil,1976,153.43,14.49
BRA,Brazil,1977,158.75,16.11
BRA,Brazil,1978,153.01,15.99
BRA,Brazil,1979,167.98,15.3
BRA,Brazil,1980,178.15,14.21
BRA,Brazil,1981,174.7,12.88
BRA,Brazil,1982,170.85,12.51
BRA,Brazil,1983,198.49,14.75
BRA,Brazil,1984,166.91,12.09
BRA,Brazil,1985,145.13,15.2
BRA,Brazil,1986,157.19,13.51
BRA,Brazil,1987,201.68,12.67
BRA,Brazil,1988,176.25,15.23
BRA,Brazil,1989,150.1,16.33
BRA,Brazil,1990,188.23000000000002,11.62
BRA,Brazil,1991,174.2,14.040000000000001
BRA,Brazil,1992,176.9,15.04
BRA,Brazil,1993,187.09,13.19
BRA,Brazil,1994,183.08,14.79
BRA,Brazil,1995,194.36,15.110000000000001
BRA,Brazil,1996,183.25,14.229999999999999
BRA,Brazil,1997,199.93,15.88
BRA,Brazil,1998,230.66,13.040000000000001
BRA,Brazil,1999,189.33,15.19
BRA,Brazil,2000,183.92,15.530000000000001
BRA,Brazil,2001,198.69,13.05
BRA,Brazil,2002,219.82,13.95
BRA,Brazil,2003,211.29,13.22
BRA,Brazil,2004,200.69,16
BRA,Brazil,2005,216.4,16.01
BRA,Brazil,2006,203.04,15.78
BRA,Brazil,2007,222.56,14.66
BRA,Brazil,2008,194.89,17.61
BRA,Brazil,2009,202.35999999999999,17.97
BRA,Brazil,2010,233.16,15.35
BRA,Brazil,2011,203.93,18.4
BRA,Brazil,2012,219.09,13.84
BRA,Brazil,2013,212.33,18.04
BRA,Brazil,2014,215.26,15.719999999999999
BRA,Brazil,2015,238.5,13.54
BRA,Brazil,2016,241.33,16.8
BRA,Brazil,2017,224.5,16.34
BRA,Brazil,2018,210.12,16.29
BRA,Brazil,2019,232.7,14.73
BRA,Brazil,2020,226.08,16.79
BRA,Brazil,2021,209.61,17.54
BRA,Brazil,2022,210.02,17.63
BRA,Brazil,2023,236.57999999999998,13.44
BRA,Brazil,2024,253.49,15.639999999999999
CAN,Canada,1950,0.58,3.31
CAN,Canada,1951,0.37,3.1799999999999997
CAN,Canada,1952,0.6799999999999999,3.59
CAN,Canada,1953,1.1400000000000001,3.54
CAN,Canada,1954,0.29,3.78
CAN,Canada,1955,2.69,3.11
CAN,Canada,1956,0.65,3.19
CAN,Canada,1957,0.63,3.27
CAN,Canada,1958,0.96,3.42
CAN,Canada,1959,1.1099999999999999,3.86
CAN,Canada,1960,0.9800000000000001,3.56
CAN,Canada,1961,2.4,3.41
CAN,Canada,1962,0.41,3.6
CAN,Canada,1963,1.25,3.61
CAN,Canada,1964,1.54,3.52
CAN,Canada,1965,0.7999999999999999,3.2
CAN,Canada,1966,1.18,3.68
CAN,Canada,1967,1.47,3.12
CAN,Canada,1968,0.64,3.81
CAN,Canada,1969,1.22,3.35
CAN,Canada,1970,1.95,3.22
CAN,Canada,1971,1.55,3.34
CAN,Canada,1972,0.8,3.09
CAN,Canada,1973,0.91,3.55
CAN,Canada,1974,0.97,3.37
CAN,Canada,1975,2.13,3.29
CAN,Canada,1976,1.3,3.81
CAN,Canada,1977,0.73,3.43
CAN,Canada,1978,0.85,3.16
CAN,Canada,1979,1.17,3.38
CAN,Canada,1980,0.9400000000000001,3.44
CAN,Canada,1981,1.7,3.44
CAN,Canada,1982,0.51,3.13
CAN,Canada,1983,2.34,3.69
CAN,Canada,1984,2.2399999999999998,3.53
CAN,Canada,1985,0.67,3.14
CAN,Canada,1986,1.04,3.37
CAN,Canada,1987,1.27,3.23
CAN,Canada,1988,2.96,3.7
CAN,Canada,1989,2.91,3.06
CAN,Canada,1990,1.57,3.72
CAN,Canada,1991,2.3600000000000003,3.54
CAN,Canada,1992,0.69,3.38
CAN,Canada,1993,0.44,3.38
CAN,Canada,1994,1.06,3.59
CAN,Canada,1995,1.94,3.41
CAN,Canada,1996,1.28,3.78
CAN,Canada,1997,1.04,3.93
CAN,Canada,1998,1.8900000000000001,3.26
CAN,Canada,1999,0.99,4.14
CAN,Canada,2000,0.6900000000000001,3.3
CAN,Canada,2001,2.0500000000000003,3.55
CAN,Canada,2002,2.18,3.42
CAN,Canada,2003,2.36,3.8
CAN,Canada,2004,0.63,3.45
CAN,Canada,2005,2.1399999999999997,4.19
CAN,Canada,2006,1.8900000000000001,3.7
CAN,Canada,2007,2.54,3.95
CAN,Canada,2008,1.05,3.65
CAN,Canada,2009,1.01,3.16
CAN,Canada,2010,0.8,3.89
CAN,Canada,2011,1.1500000000000001,3.95
CAN,Canada,2012,1.8699999999999999,3.66
CAN,Canada,2013,1.51,3.58
CAN,Canada,2014,1.1500000000000001,4
CAN,Canada,2015,1.3599999999999999,3.61
CAN,Canada,2016,0.92,3.86
CAN,Canada,2017,1.63,3.83
CAN,Canada,2018,2.67,3.61
CAN,Canada,2019,0.9,3.64
CAN,Canada,2020,2.25,4.51
CAN,Canada,2021,4.59,3.9
CAN,Canada,2022,2.17,3.91
CAN,Canada,2023,2.68,3.26
CAN,Canada,2024,3.22,3.64
CHN,China,1950,24.35,8.59
CHN,China,1951,24.8,9.200000000000001
CHN,China,1952,24.3,9.03
CHN,China,1953,30.07,7.44
CHN,China,1954,23.84,9.19
CHN,China,1955,24.5,7.67
CHN,China,1956,27.29,7.92
CHN,China,1957,25.14,7.57
CHN,China,1958,28.17,7.92
CHN,China,1959,29.72,8.2
CHN,China,1960,28.54,7.9399999999999995
CHN,China,1961,31.77,9.12
CHN,China,1962,30.66,8.26
CHN,China,1963,31.580000000000002,7.71
CHN,China,1964,27.82,9.040000000000001
CHN,China,1965,24.28,8.06
CHN,China,1966,25.43,7.82
CHN,China,1967,32.28,8.13
CHN,China,1968,28.07,7.9
CHN,China,1969,29.810000000000002,8.06
CHN,China,1970,28.07,7.72
CHN,China,1971,26.68,7.52
CHN,China,1972,29.04,7.83
CHN,China,1973,26.78,8.9
CHN,China,1974,27.38,7.65
CHN,China,1975,29.6,8.1
CHN,China,1976,22.77,7.69
CHN,China,1977,26.81,7.99
CHN,China,1978,32.379999999999995,7.34
CHN,China,1979,26.41,7.57
CHN,China,1980,27.97,7.88
CHN,China,1981,29.2,8.040000000000001
CHN,China,1982,27.82,7.94
CHN,China,1983,27.619999999999997,9.37
CHN,China,1984,26.54,7.92
CHN,China,1985,28.19,7.930000000000001
CHN,China,1986,28.69,7.53
CHN,China,1987,27.89,8.66
CHN,China,1988,29.31,7.53
CHN,China,1989,24.71,7.56
CHN,China,1990,30.54,8.72
CHN,China,1991,30.459999999999997,7.82
CHN,China,1992,27.05,7.7700000000000005
CHN,China,1993,22.880000000000003,8.3
CHN,China,1994,31.71,8.62
CHN,China,1995,28.95,8.26
CHN,China,1996,27.48,8.21
CHN,China,1997,34.67,7.92
CHN,China,1998,32.41,9.59
CHN,China,1999,32.73,7.38
CHN,China,2000,34.83,7.24
CHN,China,2001,33.67,7.03
CHN,China,2002,32.660000000000004,7.88
CHN,China,2003,30.47,7.14
CHN,China,2004,31.91,6.49
CHN,China,2005,35.13,6.87
CHN,China,2006,35.66,6.24
CHN,China,2007,36.25,6.63
CHN,China,2008,33.92,7.08
CHN,China,2009,34.53,5.970000000000001
CHN,China,2010,34.41,7.96
CHN,China,2011,35.1,5.62
CHN,China,2012,31.56,7.35
CHN,China,2013,35.27,7.22
CHN,China,2014,31.209999999999997,6.61
CHN,China,2015,30.709999999999997,7.359999999999999
CHN,China,2016,35.68,7.8999999999999995
CHN,China,2017,37.38,6.77
CHN,China,2018,35.660000000000004,6.36
CHN,China,2019,37.33,6.640000000000001
CHN,China,2020,34.85,8.03
CHN,China,2021,39.21,7.34
CHN,China,2022,40.71,6.95
CHN,China,2023,40.57,6.57
CHN,China,2024,41.87,8.26
COL,Colombia,1950,59.4,35.75
COL,Colombia,1951,58.62,32.44
COL,Colombia,1952,80.92,29.33
COL,Colombia,1953,92.97,28.57
COL,Colombia,1954,59.42,29.88
COL,Colombia,1955,54.6,33.7
COL,Colombia,1956,37.35,35.31
COL,Colombia,1957,123.61999999999999,26.39
COL,Colombia,1958,128.91,34.29
COL,Colombia,1959,112.27,30.58
COL,Colombia,1960,111.07,31.4
COL,Colombia,1961,113.99,28.4
COL,Colombia,1962,117.21000000000001,30.41
COL,Colombia,1963,136.46,28.8
COL,Colombia,1964,116.27,34.79
COL,Colombia,1965,125.45,28.13
COL,Colombia,1966,124.99,32.39
COL,Colombia,1967,110.8,33.08
COL,Colombia,1968,115.53,38.7
COL,Colombia,1969,134.63,36.5
COL,Colombia,1970,114.57000000000001,39.19
COL,Colombia,1971,84.02,41.94
COL,Colombia,1972,109.91,34.82
COL,Colombia,1973,114.8,42.57
COL,Colombia,1974,99.84,37.56
COL,Colombia,1975,87.54,42.019999999999996
COL,Colombia,1976,102.56,33.269999999999996
COL,Colombia,1977,119.09,34.54
COL,Colombia,1978,112.47,38.39
COL,Colombia,1979,122.99,36.05
COL,Colombia,1980,131.22,30.56
COL,Colombia,1981,113.45,36.12
COL,Colombia,1982,99.62,28.85
COL,Colombia,1983,124.78999999999999,28.94
COL,Colombia,1984,90.64,32.5
COL,Colombia,1985,106.72,31.62
COL,Colombia,1986,90.99,36.37
COL,Colombia,1987,121.96,34.85
COL,Colombia,1988,114.43,39.32
COL,Colombia,1989,91.87,35.25
COL,Colombia,1990,98.46,32.9
COL,Colombia,1991,117.69,36.51
COL,Colombia,1992,113.81,32.08
COL,Colombia,1993,99.24,36.89
COL,Colombia,1994,104.48,39.25
COL,Colombia,1995,132.59,34.31
COL,Colombia,1996,95.61,34.46
COL,Colombia,1997,135.64,30.13
COL,Colombia,1998,133.15,39.38
COL,Colombia,1999,90.41,35.72
COL,Colombia,2000,110.45,38.3
COL,Colombia,2001,123.11,31.52
COL,Colombia,2002,131.07999999999998,32.39
COL,Colombia,2003,130.28,33.52
COL,Colombia,2004,134.01999999999998,31.87
COL,Colombia,2005,150.4,31.58
COL,Colombia,2006,136.79,33.51
COL,Colombia,2007,139.9,36.6
COL,Colombia,2008,135.09,35.94
COL,Colombia,2009,149.66,32.55
COL,Colombia,2010,162.22,41.22
COL,Colombia,2011,139.94,38.99
COL,Colombia,2012,140.4,35.410000000000004
COL,Colombia,2013,144.18,35.410000000000004
COL,Colombia,2014,150.43,35.769999999999996
COL,Colombia,2015,159.15,33.26
COL,Colombia,2016,159.98,36.25
COL,Colombia,2017,160.22,32.78
COL,Colombia,2018,145.63,34.82
COL,Colombia,2019,155.5,33.65
COL,Colombia,2020,174.01,33.48
COL,Colombia,2021,151.01,38.16
COL,Colombia,2022,151.49,38.910000000000004
COL,Colombia,2023,189.15,32.72
COL,Colombia,2024,200.49,33.22
FRA,France,1950,6.26,3.6
FRA,France,1951,1.25,5.25
FRA,France,1952,8.15,5.12
FRA,France,1953,3,2.86
FRA,France,1954,0.8999999999999999,4.54
FRA,France,1955,3.56,4.84
FRA,France,1956,1.13,4.01
FRA,France,1957,5.57,4.9
FRA,France,1958,1.73,6.32
FRA,France,1959,4.47,4.72
FRA,France,1960,1.36,6.8
FRA,France,1961,8.16,4.76
FRA,France,1962,6.82,5.08
FRA,France,1963,1.89,5.16
FRA,France,1964,7.83,4.5600000000000005
FRA,France,1965,1.79,7.18
FRA,France,1966,2.36,6.29
FRA,France,1967,4.93,5.02
FRA,France,1968,3.11,6.36
FRA,France,1969,4.09,6.14
FRA,France,1970,3.4299999999999997,5.55
FRA,France,1971,5.24,6.3100000000000005
FRA,France,1972,1.44,6.72
FRA,France,1973,8.02,5.03
FRA,France,1974,4.04,6.03
FRA,France,1975,7.29,4.78
FRA,France,1976,13.24,5.87
FRA,France,1977,0.15000000000000002,6.37
FRA,France,1978,2.17,5.18
FRA,France,1979,1.8399999999999999,6.59
FRA,France,1980,2.33,5.31
FRA,France,1981,3.28,8.49
FRA,France,1982,5.82,7.39
FRA,France,1983,10.33,5.95
FRA,France,1984,5,5.82
FRA,France,1985,4.54,3.98
FRA,France,1986,6.28,6.44
FRA,France,1987,7.25,6.63
FRA,France,1988,3.57,5.6
FRA,France,1989,7.12,3.8800000000000003
FRA,France,1990,12.19,5.0600000000000005
FRA,France,1991,8.23,4.04
FRA,France,1992,7.89,6.32
FRA,France,1993,4.08,7.07
FRA,France,1994,12.55,6.99
FRA,France,1995,10.98,5.61
FRA,France,1996,4.98,6.73
FRA,France,1997,6.54,5.01
FRA,France,1998,9.51,4.56
FRA,France,1999,5.63,7.29
FRA,France,2000,7.19,6.64
FRA,France,2001,10.15,6.32
FRA,France,2002,6.51,6.62
FRA,France,2003,26.09,5.13
FRA,France,2004,8.15,4.71
FRA,France,2005,13.96,3.8000000000000003
FRA,France,2006,16.31,5.99
FRA,France,2007,4.18,5.11
FRA,France,2008,5.17,6.18
FRA,France,2009,11.32,5.1899999999999995
FRA,France,2010,9.23,5.63
FRA,France,2011,7.78,4.99
FRA,France,2012,11.459999999999999,6.4399999999999995
FRA,France,2013,11,7.61
FRA,France,2014,4.84,6.32
FRA,France,2015,18.47,5.45
FRA,France,2016,13.95,5.66
FRA,France,2017,15.809999999999999,4.7
FRA,France,2018,17.169999999999998,6.34
FRA,France,2019,20.91,6.14
FRA,France,2020,18.78,5.2
FRA,France,2021,7.93,6
FRA,France,2022,27.39,4.9399999999999995
FRA,France,2023,20.12,5.49
FRA,France,2024,13.31,8.35
GBR,United Kingdom,1950,0.04,2.27
GBR,United Kingdom,1951,0.05,3.1
GBR,United Kingdom,1952,0.06,2.57
GBR,United Kingdom,1953,0.14,2.41
GBR,United Kingdom,1954,0.04,3.82
GBR,United Kingdom,1955,0.04,2.69
GBR,United Kingdom,1956,0.06,3.55
GBR,United Kingdom,1957,0.16999999999999998,3.86
GBR,United Kingdom,1958,0.04,2.61
GBR,United Kingdom,1959,0.07,2.97
GBR,United Kingdom,1960,0.06,2.9899999999999998
GBR,United Kingdom,1961,0.08,2.44
GBR,United Kingdom,1962,0.06,2.89
GBR,United Kingdom,1963,0.06,1.75
GBR,United Kingdom,1964,0.05,2.84
GBR,United Kingdom,1965,0.05,3.6
GBR,United Kingdom,1966,0.03,2.99
GBR,United Kingdom,1967,0.03,3.48
GBR,United Kingdom,1968,0.02,4.3100000000000005
GBR,United Kingdom,1969,0.03,3.06
GBR,United Kingdom,1970,0.06,2.83
GBR,United Kingdom,1971,0.03,3.48
GBR,United Kingdom,1972,0.02,2.21
GBR,United Kingdom,1973,0.04,3.3
GBR,United Kingdom,1974,0.03,2.88
GBR,United Kingdom,1975,0.48,2.75
GBR,United Kingdom,1976,1.17,3.57
GBR,United Kingdom,1977,0.04,3.18
GBR,United Kingdom,1978,0.04,2.91
GBR,United Kingdom,1979,0.06,3.78
GBR,United Kingdom,1980,0.05,4.06
GBR,United Kingdom,1981,0.06,4.7
GBR,United Kingdom,1982,0.05,4.55
GBR,United Kingdom,1983,0.28,3.62
GBR,United Kingdom,1984,0.05,3.37
GBR,United Kingdom,1985,0.06,4
GBR,United Kingdom,1986,0.04,4.29
GBR,United Kingdom,1987,0.05,3.94
GBR,United Kingdom,1988,0.06,3.03
GBR,United Kingdom,1989,0.09999999999999999,4.42
GBR,United Kingdom,1990,0.9,5.12
GBR,United Kingdom,1991,0.03,3.99
GBR,United Kingdom,1992,0.04,4.2
GBR,United Kingdom,1993,0.06,4.38
GBR,United Kingdom,1994,0.13,3.08
GBR,United Kingdom,1995,0.64,3.9
GBR,United Kingdom,1996,0.17,2.83
GBR,United Kingdom,1997,0.05,3.41
GBR,United Kingdom,1998,0.07,4.8
GBR,United Kingdom,1999,0.12,5.01
GBR,United Kingdom,2000,0.08,5.59
GBR,United Kingdom,2001,0.13,2.88
GBR,United Kingdom,2002,0.07,4.72
GBR,United Kingdom,2003,0.85,1.9400000000000002
GBR,United Kingdom,2004,0.06,4.46
GBR,United Kingdom,2005,0.15,4.43
GBR,United Kingdom,2006,0.9,4.4
GBR,United Kingdom,2007,0.06,5.06
GBR,United Kingdom,2008,0.06,5.46
GBR,United Kingdom,2009,0.06,4.33
GBR,United Kingdom,2010,0.08,2.96
GBR,United Kingdom,2011,0.09,3.87
GBR,United Kingdom,2012,0.07,5.6
GBR,United Kingdom,2013,0.3,3.9
GBR,United Kingdom,2014,0.07,4.09
GBR,United Kingdom,2015,0.25,5.43
GBR,United Kingdom,2016,0.37,3.36
GBR,United Kingdom,2017,0.16999999999999998,3.42
GBR,United Kingdom,2018,0.44,3.55
GBR,United Kingdom,2019,0.95,5.09
GBR,United Kingdom,2020,1.23,6.34
GBR,United Kingdom,2021,0.06,4.47
GBR,United Kingdom,2022,2.33,3.5
GBR,United Kingdom,2023,0.24000000000000002,4.84
GBR,United Kingdom,2024,0.16,5.61
DEU,Germany,1950,2.46,1.99
DEU,Germany,1951,1.26,1.82
DEU,Germany,1952,5.2299999999999995,1.93
DEU,Germany,1953,1.33,1.57
DEU,Germany,1954,0.89,3.4899999999999998
DEU,Germany,1955,0.05,1.71
DEU,Germany,1956,0.01,3.31
DEU,Germany,1957,5.3,2.0100000000000002
DEU,Germany,1958,0.47000000000000003,3.04
DEU,Germany,1959,2.86,2.13
DEU,Germany,1960,0.35000000000000003,2.57
DEU,Germany,1961,1.05,2.24
DEU,Germany,1962,1.09,1.6
DEU,Germany,1963,2.92,1.83
DEU,Germany,1964,6.51,2.73
DEU,Germany,1965,0.34,3.69
DEU,Germany,1966,1.33,3.61
DEU,Germany,1967,1.87,2.78
DEU,Germany,1968,0.88,3.04
DEU,Germany,1969,3.36,2.0100000000000002
DEU,Germany,1970,0.45000000000000007,3.25
DEU,Germany,1971,4.11,2.04
DEU,Germany,1972,2.2600000000000002,2.95
DEU,Germany,1973,2.74,1.6700000000000002
DEU,Germany,1974,1.98,2.12
DEU,Germany,1975,3.8000000000000003,1.82
DEU,Germany,1976,7.45,1.37
DEU,Germany,1977,0.26,2.59
DEU,Germany,1978,0.4,2.91
DEU,Germany,1979,0.39999999999999997,2.64
DEU,Germany,1980,0.74,2.23
DEU,Germany,1981,0.47,5.15
DEU,Germany,1982,2.92,2.44
DEU,Germany,1983,5.9799999999999995,2.83
DEU,Germany,1984,2.1399999999999997,3.74
DEU,Germany,1985,1.3099999999999998,2.02
DEU,Germany,1986,2.19,3.86
DEU,Germany,1987,0.5900000000000001,3
DEU,Germany,1988,0.98,2.48
DEU,Germany,1989,2.52,2.1
DEU,Germany,1990,3.52,2.96
DEU,Germany,1991,3.25,2.79
DEU,Germany,1992,6.18,3.05
DEU,Germany,1993,0.61,3.92
DEU,Germany,1994,12.229999999999999,3.69
DEU,Germany,1995,6.18,3.52
DEU,Germany,1996,1.34,2.5
DEU,Germany,1997,2.57,2.61
DEU,Germany,1998,5.34,3.4
DEU,Germany,1999,2.48,2.5100000000000002
DEU,Germany,2000,3.48,2.29
DEU,Germany,2001,4.47,2.37
DEU,Germany,2002,3.94,5.11
DEU,Germany,2003,14.42,1.5899999999999999
DEU,Germany,2004,1.76,2.63
DEU,Germany,2005,4.28,2.77
DEU,Germany,2006,9.67,1.99
DEU,Germany,2007,2.61,4.91
DEU,Germany,2008,4.04,2.89
DEU,Germany,2009,2.15,2.39
DEU,Germany,2010,8.1,3.92
DEU,Germany,2011,2.24,3.75
DEU,Germany,2012,4.64,2.41
DEU,Germany,2013,7.54,4.5600000000000005
DEU,Germany,2014,3.48,3.26
DEU,Germany,2015,13.84,2.94
DEU,Germany,2016,6.37,2.47
DEU,Germany,2017,3.6399999999999997,3.92
DEU,Germany,2018,12.75,2.65
DEU,Germany,2019,11.86,2.64
DEU,Germany,2020,7.47,3
DEU,Germany,2021,2.77,4.13
DEU,Germany,2022,10.52,2.91
DEU,Germany,2023,6.2700000000000005,3.2399999999999998
DEU,Germany,2024,7.83,4.46
IND,India,1950,146.47,16.08
IND,India,1951,161.79,13.24
IND,India,1952,166.41,14.08
IND,India,1953,145.02,15.18
IND,India,1954,174.13,15.09
IND,India,1955,168.67000000000002,15.43
IND,India,1956,157.91,16.75
IND,India,1957,193.81,14.66
IND,India,1958,181.18,16.99
IND,India,1959,176.22,17.55
IND,India,1960,191.31,14.44
IND,India,1961,164.36,15.64
IND,India,1962,173.04,14.780000000000001
IND,India,1963,191.06,14.93
IND,India,1964,181.44,16.82
IND,India,1965,188.02,14.26
IND,India,1966,187,15.870000000000001
IND,India,1967,188.11,16.89
IND,India,1968,185.35999999999999,14.97
IND,India,1969,202.84,13.18
IND,India,1970,184.12,14.620000000000001
IND,India,1971,170.43,14.97
