Code,Name,Year,GDP,emp,cn,USDfx,hd30,cdd,r20mm,media_hd30,classe_clima
ITA,Italy,2022,2982547.75,25.8017635345459,19917532,0.951774,24.15684931506849,20.19726027397263,-1.7393150684931484,17.7872,Mite
ITA,Italy,2023,3003354.75,26.2558193206787,20274386,0.925053,15.099999999999998,14.291486486486503,-0.3643243243243237,17.7872,Mite
JPN,Japan,1952,364884.53125,39.1478271484375,892529.25,361.1,-1.5966666666666676,-4.4266666666666765,1.3966666666666685,14.0124,Mite
JPN,Japan,1953,389346.0625,40.0189094543457,920008.875,360.8,3.0625,0.01749999999999829,3.979999999999997,14.0124,Mite
JPN,Japan,1954,408716.5625,40.4956359863281,955526.1875,360.8,1.7459999999999989,4.390000000000001,2.0479999999999983,14.0124,Mite
JPN,Japan,1955,437435.6875,41.8603096008301,1000642.1875,360.8,5.488333333333333,-1.4333333333333371,2.673333333333332,14.0124,Mite
JPN,Japan,1956,470216.1875,42.8568305969238,1057819.625,360.8,3.375714285714285,-1.279999999999987,1.9057142857142857,14.0124,Mite
JPN,Japan,1957,506968.21875,44.3096313476563,1130631.375,360,-1.990000000000001,-4.15625,1.7025000000000006,14.0124,Mite
JPN,Japan,1958,538460.8125,45.1014022827148,1201906.25,360,1.448888888888888,1.8255555555555671,0.04666666666666685,14.0124,Mite
JPN,Japan,1959,589157.8125,45.6220855712891,1290994.625,360,3.2569999999999997,-6.366999999999983,1.8149999999999975,14.0124,Mite
JPN,Japan,1960,666101.9375,47.02001953125,1420796.25,360,4.033636363636363,-0.8518181818181745,-2.2136363636363647,14.0124,Mite
JPN,Japan,1961,745055.9375,48.1582870483398,1587814.875,360,7.767499999999998,1.0983333333333434,0.409166666666664,14.0124,Mite
JPN,Japan,1962,809106,49.3443870544434,1761539.75,360,2.9792307692307674,-2.3276923076923026,0.31307692307692037,14.0124,Mite
JPN,Japan,1963,880205.1875,50.1327743530273,1952154.5,360,0.06428571428571139,-4.53857142857143,-0.1735714285714316,14.0124,Mite
JPN,Japan,1964,978661.9375,51.1521949768066,2175722.75,360,6.107999999999999,-3.582666666666668,0.4353333333333289,14.0124,Mite
JPN,Japan,1965,1034181.625,52.0738410949707,2398778,360,-5.973750000000003,-1.3899999999999864,0.8674999999999962,14.0124,Mite
JPN,Japan,1966,1140168.875,53.2485618591309,2647647.75,360,-3.4294117647058835,-5.929411764705868,4.8164705882352905,14.0124,Mite
JPN,Japan,1967,1266544.375,54.6046981811523,2962262,360,5.761666666666665,2.626111111111129,-0.834444444444447,14.0124,Mite
JPN,Japan,1968,1417376.25,55.1676368713379,3351099.25,360,-3.238421052631579,-2.7605263157894626,0.13789473684210307,14.0124,Mite
JPN,Japan,1969,1586797.5,56.0072250366211,3809248.25,357.6206,1.436,0.4080000000000013,0.6724999999999994,14.0124,Mite
JPN,Japan,1970,1749957.375,56.3421287536621,4357954,358.0691,1.7295238095238084,0.7790476190476312,0.07857142857142918,14.0124,Mite
JPN,Japan,1971,1832187.75,56.7890892028809,4875092.5,347.7857,0.05681818181818166,-4.038636363636357,1.9554545454545431,14.0124,Mite
JPN,Japan,1972,1986339.75,57.0174560546875,5415725,303.125,-0.9213043478260872,-13.03608695652172,9.608695652173914,14.0124,Mite
JPN,Japan,1973,2145894.5,58.438720703125,6029218,271.3055,4.483749999999999,-0.4274999999999807,-2.857083333333332,14.0124,Mite
JPN,Japan,1974,2119602.25,58.4776344299316,6635102.5,291.8446,-3.5100000000000025,-7.437599999999982,2.5084000000000017,14.0124,Mite
JPN,Japan,1975,2185131.25,58.3492622375488,7273569.5,296.5958,1.1442307692307647,-6.709230769230757,4.152307692307694,14.0124,Mite
JPN,Japan,1976,2271989.75,58.8584365844727,8010115.5,296.1497,-4.37740740740741,-8.723703703703698,5.163703703703703,14.0124,Mite
JPN,Japan,1977,2371737.75,59.4792976379395,8969604,268.2667,-1.125714285714288,5.406071428571437,1.0257142857142902,14.0124,Mite
JPN,Japan,1978,2496774.5,59.867919921875,10155710,210.259,7.892413793103447,-0.196896551724123,-4.474482758620688,14.0124,Mite
JPN,Japan,1979,2633698.75,60.3315696716309,11399977,218.9504,-0.6066666666666709,-1.369666666666646,3.591666666666669,14.0124,Mite
JPN,Japan,1980,2707905.75,60.7890777587891,12276141,226.2296,-8.387096774193552,-1.9158064516128943,5.7403225806451665,14.0124,Mite
JPN,Japan,1981,2823279.25,61.2351951599121,12266467,220.5086,-0.10375000000000334,-0.3834374999999852,-1.791874999999994,14.0124,Mite
JPN,Japan,1982,2915875.5,61.5547790527344,11510014,249.1857,-6.442424242424244,3.574848484848488,0.15333333333333954,14.0124,Mite
JPN,Japan,1983,3021727.75,62.1243667602539,10670814,237.4797,1.6088235294117634,0.2667647058823661,0.17794117647058982,14.0124,Mite
JPN,Japan,1984,3155012.5,62.1679039001465,10199530,237.5444,5.516571428571426,15.326000000000008,-6.6757142857142835,14.0124,Mite
JPN,Japan,1985,3317805.25,62.2749061584473,10305270,238.261,5.577222222222218,3.3113888888888994,0.7916666666666679,14.0124,Mite
JPN,Japan,1986,3427094.75,62.3766136169434,10850328,168.282,0.25027027027026705,8.3202702702702709,-4.13351351351351,14.0124,Mite
JPN,Japan,1987,3586416,62.385181427002,11588052,144.5974,0.18526315789473455,4.323421052631588,-2.369473684210522,14.0124,Mite
JPN,Japan,1988,3825329.5,63.0384483337402,12629342,128.2153,-4.067692307692312,5.7520512820512835,-1.3830769230769209,14.0124,Mite
JPN,Japan,1989,4013757.75,63.6374549865723,13940289,138.0125,-2.162250000000004,0.23599999999999,2.142000000000003,14.0124,Mite
JPN,Japan,1990,4208061,64.284797668457,15505797,144.6574,10.183170731707314,4.444878048780495,2.050731707317073,14.0124,Mite
JPN,Japan,1991,4356325.5,65.5926971435547,17277474,134.5138,0.8133333333333308,-0.8738095238095269,3.4759523809523856,14.0124,Mite
JPN,Japan,1992,4395558,66.3317489624023,19168374,126.5984,0.559999999999997,1.4516279069767393,-1.1272093023255785,14.0124,Mite
JPN,Japan,1993,4375373,66.5837020874023,21082444,111.0582,-7.925681818181821,1.3795454545454646,5.2115909090909085,14.0124,Mite
JPN,Japan,1994,4422775,66.6553344726563,22936888,102.1487,15.355333333333329,12.143555555555553,-6.138888888888889,14.0124,Mite
JPN,Japan,1995,4539138,66.8673934936523,24631340,94.15115,7.596521739130431,4.298043478260865,-2.3858695652173907,14.0124,Mite
JPN,Japan,1996,4681389,66.9127349853516,25931658,108.7673,1.9638297872340384,3.9227659574468134,-3.3236170212765934,14.0124,Mite
JPN,Japan,1997,4727324,67.3798828125,25840840,120.883,1.1689583333333289,14.181041666666658,-0.23854166666666288,14.0124,Mite
JPN,Japan,1998,4667271.5,66.5859985351563,25665468,130.7779,3.8389795918367327,3.1063265306122503,5.839795918367351,14.0124,Mite
JPN,Japan,1999,4651686,65.6704330444336,25425190,113.7668,1.998199999999997,4.288799999999995,0.03900000000000858,14.0124,Mite
JPN,Japan,2000,4780288.5,65.2610778808594,25574376,107.7456,6.076666666666663,-7.334509803921563,-0.8441176470588161,14.0124,Mite
JPN,Japan,2001,4798745.5,64.7689666748047,25677168,121.4089,4.410192307692306,4.418846153846161,-2.4265384615384527,14.0124,Mite
JPN,Japan,2002,4800759,63.7553253173828,25626936,125.1379,5.729999999999999,-0.7566037735848994,-1.6939622641509366,14.0124,Mite
JPN,Japan,2003,4874457,63.5438690185547,26361414,115.9289,-1.8550000000000024,1.6227777777777843,1.65481481481482,14.0124,Mite
JPN,Japan,2004,4981018,63.6831855773926,27221788,108.1583,6.151090909090909,1.4656363636363636,2.498545454545461,14.0124,Mite
